"","Zone_1","Zone_2","Zone_3","Zone_4","Zone_5","Zone_6","Zone_7","Zone_8","Zone_9","Zone_10"
"1500026h17rik",6.6889969863921e-08,0.295448110711792,2.33549064915899,3.34549975823371,3.00907954082171,2.30862492418272,1.67434376808163,1.19528557517464,0.854579593317561,0.616580938722995
"1600002h07rik",1.05392953815975e-06,1.09978087461576,8.76276250074158,12.5535203026037,11.2637104397696,8.61806693392852,6.23456243753092,4.44095908877694,3.16908225703157,2.28276421569335
"1600002k03rik",2.5939490644585e-07,0.256849978199764,2.06227178050361,3.1168989866852,2.90737237432474,2.2861644575009,1.68721940224765,1.2201261167477,0.881023538851796,0.640654087997033
"1600012h06rik",8.45057144939528e-08,0.728280826532097,5.87744071784718,8.40761564364116,7.54025444677469,5.77035204463039,4.17641008067836,2.9765624370544,2.1252733475885,1.53169878227662
"1600014c10rik",1.13835342039211e-05,2.21864931731959,16.8388054055513,24.219198300674,21.8594797422544,16.804874249827,12.2017716648341,8.7163017566484,6.23407952171059,4.49879642461373
"1600020e01rik",2.84133992650917e-07,0.517918405392215,4.37935885634147,6.53055651740407,6.00761743117681,4.67384765210515,3.42156764038712,2.45891019477126,1.76675824208085,1.27960742268837
"1700001c19rik",1.82904890056772e-08,0.287317380587679,2.53328037675008,3.75071557128168,3.42267763267033,2.64587992717255,1.92742891622075,1.37978644624021,0.98831445941137,0.713985696131332
"1700007l15rik",3.2255405252426e-09,0.101301290222062,0.931558666400508,1.39276683014771,1.27590485335044,0.988322582947204,0.720835748509104,0.5164425685933,0.37013123750169,0.267508113958564
"1700017b05rik",1.6049656633668e-06,0.502430810626844,3.79898981594234,5.45364021672353,4.91147189254282,3.76858365065311,2.73204438645136,1.94915294110684,1.3926247114659,1.00411400543835
"1700018l02rik",4.58868312028944e-08,0.122981312442609,0.870657126990175,1.19728134096961,1.05381917741689,0.797522437048789,0.572916071059412,0.406111547426758,0.288767312727836,0.207437080317116
"1700019g17rik",8.38838367087464e-08,0.192535097905809,1.57740578388513,2.33330327267595,2.13831437801798,1.65970806686332,1.21305269650302,0.870711330163377,0.625030940617406,0.452349425763057
"1700020i14rik",1.79316877887392e-06,1.9738933267677,15.9787998279586,23.1669260311148,20.9343053659945,16.0891974650237,11.6749094294252,8.33439556112239,5.95720467965325,4.29656693074986
"1700021f05rik",3.91870734566483e-07,0.72973006047822,5.74120902285607,8.36241009615044,7.62216796597931,5.90474099800245,4.31318665355164,3.09590514085388,2.22287600169365,1.6092795320563
